Wellenlänge 1	Intensität 1	Wellenlänge 2	Intensität 2
321.4651794	9.276398487e-05	321.4895935	-0.00015741155900000003
321.5724487	0.000145166181	321.5973206	-9.557721199999992e-05
321.6797485	0.00015116772925	321.7050476	7.475167599999997e-05
321.7870483	-6.340790242e-05	321.8128052	0.00013023801099999992
321.8943481	8.47874326e-05	321.9205627	-0.00025728973600000005
322.0016785	1.8736638500000042e-05	322.0283203	-9.815895499999997e-05
322.1089783	-9.883759769999998e-05	322.1360779	1.0053626999999982e-05
322.2163086	0.00010890072371999999	322.2438354	-0.0002833176399999991
322.3236389	-3.669821309999999e-05	322.3516235	-0.00019578496000000013
322.4309692	-9.469695220000002e-05	322.4594116	-7.519917599999992e-05
322.5383301	-6.405753080000005e-05	322.5671997	-0.0002858412919999999
322.6456909	8.505940789999998e-05	322.6750183	0.00019040401099999988
322.7530518	-5.867615255000001e-05	322.7828064	-4.6955886999999925e-05
322.8604126	7.842906052e-05	322.890625	1.9145547400000037e-05
322.9677734	3.51428749999997e-06	322.9984436	0.00011479761399999996
323.0751648	3.948777703e-05	323.1062622	-0.00024247375954
323.1825256	-7.73989304e-05	323.2141113	-0.000401371974
323.289917	7.01255049e-05	323.3219299	-6.736442499999992e-05
323.3973389	7.31999171e-05	323.4297791	-0.0001550482120000001
323.5047302	-0.00010835621652	323.5376282	9.376733209999998e-05
323.6121521	8.090853230000001e-05	323.6455078	-0.00016893725799999992
323.719574	-6.666635818e-05	323.7533569	-0.00017907656700000014
323.8269958	0.00022153928869999998	323.8612366	0.00015484076000000027
323.9344177	0.00010478501463	323.9691162	0.00013059744340000008
324.0418701	-3.6507059100000035e-05	324.0769958	-6.476952699999974e-05
324.149292	9.076786220000004e-05	324.1848755	3.800808899999983e-05
324.2567444	6.357180239999996e-05	324.2927856	1.5565194000000462e-05
324.3641968	0.00010521876178000001	324.4006958	-0.00011353573059999999
324.4716797	8.423859260000004e-05	324.508606	6.93192710000002e-05
324.5791321	-5.172376409999998e-05	324.6165161	-4.56487759999992e-05
324.686615	-3.1183051799999975e-05	324.7244263	0.00015570886900000006
324.7940979	5.7889526999999996e-05	324.8323669	-0.00033410615300000007
324.9016113	6.663662490000004e-05	324.9403076	-8.253112899999997e-05
325.0090942	0.0001007537648	325.0482483	-0.0003359274123
325.1166077	-8.05326269999999e-06	325.156189	-9.927060500000001e-05
325.2241211	7.492963778000001e-05	325.2641602	1.727323999999985e-05
325.3316345	7.65362783e-05	325.3721313	-6.339169340000006e-05
325.4391479	3.414180540000001e-05	325.4801025	1.586880599999986e-05
325.5466919	0.00018572038970000003	325.5880737	8.19228008e-05
325.6542358	1.282223093000001e-05	325.6960449	-6.1962986e-05
325.7617798	0.00014689809179999996	325.8040466	0.00012037705130000013
325.8693237	-5.2979297378e-05	325.9120483	-0.0001835993030000001
325.9768677	3.8444821200000036e-05	326.02005	9.809911716499999e-05
326.0844421	7.979357900000002e-05	326.1280518	-0.00032420884229999997
326.1920166	5.601716110000004e-05	326.2360535	9.746022990000003e-05
326.2995911	1.4969409600000007e-05	326.3440857	4.410749529999995e-05
326.4071655	-4.858884999999662e-07	326.4521179	-3.0826780000000643e-06
326.5147705	2.3539156240000002e-05	326.5601501	-3.5931705999999895e-05
326.622345	0.00011699061729999999	326.6681824	0.00013962132000000017
326.72995	-9.244700800000003e-06	326.7762451	-0.00011903094100000015
326.8375549	3.955050489999997e-05	326.8843079	-0.00010606530100000034
326.9451904	-2.5638961229000002e-05	326.9923706	2.7765984999999875e-05
327.0527954	5.09532983e-05	327.1004333	8.055684199999996e-05
327.1604309	2.912519269999999e-05	327.2084961	-6.842007800000015e-05
327.2680664	6.416192620000002e-05	327.3165894	-9.890086999999985e-05
327.3757324	-9.721217790000002e-05	327.4246826	5.3445574999999926e-05
327.4833679	-1.0449497500000012e-05	327.5327759	0.00012959650480000003
327.5910339	-4.8214814456e-05	327.6408691	6.531924000000022e-05
327.6987	7.311889199999999e-05	327.7489624	6.9292728e-05
327.806366	-3.371157800000001e-05	327.8570862	6.042421956e-05
327.914032	-1.9103288599999987e-05	327.96521	-3.531668299999995e-05
328.0217285	-6.0608691456e-05	328.0733337	6.324681399999988e-05
328.1293945	-6.807511090000003e-05	328.1814575	1.0938427300000012e-05
328.2370911	4.2622268600000016e-05	328.2896118	-9.416393000000016e-05
328.3447876	-1.992034960000003e-05	328.3977661	-2.1443699999997533e-06
328.4525146	7.579172959999998e-05	328.5059204	-0.00033457158140000006
328.5602112	-7.165071999999987e-06	328.6140747	1.3656913999999729e-05
328.6679382	1.9209510299999995e-05	328.722229	-8.979602699999995e-05
328.7756653	4.002300550000001e-05	328.8304138	-0.0003177858889999996
328.8834229	7.750695294e-05	328.9385986	8.218083599999954e-05
328.9911499	9.882487939999999e-05	329.0467834	-0.00017816992499999993
329.0989075	-6.93057955e-05	329.1549683	-6.061850599999984e-05
329.206665	7.417102460000003e-05	329.2631531	-5.800102370000004e-05
329.3144226	2.9492119200000017e-05	329.3713684	5.366443700000013e-05
329.4221802	2.947225589999998e-05	329.4795837	0.00019025802600000034
329.5299683	-4.6145476500000006e-05	329.5877991	1.7809682000000018e-05
329.6377258	5.076680099999999e-05	329.6960144	8.254311899999998e-05
329.7455139	-6.962068983000001e-05	329.8042603	8.902163299999996e-05
329.8533325	-2.5043555000000043e-06	329.9124756	2.1170359099999996e-05
329.9611206	0.00010423574709999997	330.0207214	3.374321400000015e-05
330.0689392	-7.1310204999999825e-06	330.1289673	-0.0001907854894
330.1767273	3.749304233e-05	330.2372437	0.00021870597300000004
330.2845459	-5.871686179999996e-05	330.3454895	-8.563991279999996e-05
330.392395	0.00019652187894	330.4537659	-0.00021616491730000004
330.5002136	7.96691456e-05	330.5620422	4.642305499999986e-05
330.6080627	-2.8249138199999994e-05	330.6703186	0.00018172990499999968
330.7159119	-3.40294209e-05	330.7786255	-5.354010499999994e-05
330.823761	7.666130839999999e-06	330.8869019	6.979124729999996e-05
330.9316101	1.3401528099999999e-05	330.9952087	-1.1862953999999945e-05
331.0394897	-4.105520293e-05	331.1035156	-0.0002900089610000001
331.1473694	9.793357450000001e-05	331.211853	0.00024026454779999993
331.2552185	4.810206156e-05	331.3201599	0.00022113881999999982
331.3631287	3.8301251999999994e-05	331.4284973	-0.00028066243899999965
331.4710083	5.700461042999999e-05	331.5368347	0.0001305912149999998
331.5789185	-9.291185410000003e-05	331.6451721	-0.00029427325400000013
331.6868286	-1.9543874718e-05	331.7535095	-4.0842220000000123e-05
331.7947388	-4.960922519999997e-05	331.8618774	1.7015729000000122e-05
331.9026489	-0.00012213487209	331.9702148	-0.00031983058581
332.0105591	4.9929134499999994e-05	332.0785828	-1.3580080999999258e-05
332.1184998	-7.482921505e-05	332.1869507	0.00021195458199999972
