Wellenlänge 1	Intensität 1	Wellenlänge 2	Intensität 2
321.4651794	-0.0018256725749999994	321.4895935	0.0013521416200000021
321.5724487	-0.0046461315363000005	321.5973206	0.0007857587189999994
321.6797485	-0.00023673102299999992	321.7050476	-0.0008150141219999997
321.7870483	-2.6470980999999776e-05	321.8128052	0.0012468360299999967
321.8943481	0.0006035622209999997	321.9205627	-0.0033822078300000044
322.0016785	-0.0005133151999999995	322.0283203	-0.0007171500399999996
322.1089783	-0.00029651049411	322.1360779	0.001740749692
322.2163086	-0.00024826079600000044	322.2438354	-0.0007698051699999986
322.3236389	0.0009364560250000008	322.3516235	-0.0018492564600000039
322.4309692	0.0009227958510000002	322.4594116	0.0007167644799999998
322.5383301	0.0018254164599999997	322.5671997	-0.0003127327655000001
322.6456909	0.0014905468559999998	322.6750183	0.00044217519000000136
322.7530518	-0.0009022541349999998	322.7828064	-5.78984599999971e-05
322.8604126	-0.0007682014259999996	322.890625	-0.0005014529449999996
322.9677734	0.0005526556629999999	322.9984436	-6.910366899999998e-05
323.0751648	-0.00038115121500000015	323.1062622	-0.0005635395700000004
323.1825256	-0.000780389877	323.2141113	0.002116781659999999
323.289917	-0.0018831896600000004	323.3219299	-0.0011881671379999998
323.3973389	-0.0004998526765	323.4297791	-0.0006142174899999991
323.5047302	0.0003675415649999998	323.5376282	-0.00265983679
323.6121521	-0.0013546849369999998	323.6455078	0.0002203285699999974
323.719574	0.0020288680679999994	323.7533569	2.1190382000000133e-05
323.8269958	-0.0005323775099999994	323.8612366	-0.00048171170100000035
323.9344177	-0.00046884315099999987	323.9691162	-0.0018319748299999994
324.0418701	-0.001457289798	324.0769958	0.000457625829999999
324.149292	-0.0014667329379999998	324.1848755	0.00013367412600000066
324.2567444	-0.0015018274717	324.2927856	-0.00021609384000000065
324.3641968	-0.000986806582	324.4006958	-0.0007013650600000004
324.4716797	-0.00210144464	324.508606	0.000586630769999999
324.5791321	-0.0012245186369	324.6165161	-0.001220103349999998
324.686615	0.0007074191240000003	324.7244263	0.00023131910000000026
324.7940979	0.000186644145	324.8323669	0.0006815604900000001
324.9016113	-0.0001683209560000001	324.9403076	0.0018420442899999973
325.0090942	0.00033776182699999996	325.0482483	-0.00012434180800000028
325.1166077	-0.0009142677299999995	325.156189	-0.0011436659799999999
325.2241211	-0.0006002173760000003	325.2641602	-9.557233000000165e-05
325.3316345	-0.0007391459069999999	325.3721313	-0.0017053522200000011
325.4391479	-0.0021870065973000003	325.4801025	-0.00017816293999999878
325.5466919	0.0009307451500000005	325.5880737	-0.00012836605299999977
325.6542358	-0.0019497119359999995	325.6960449	-0.0032541472499999988
325.7617798	-0.0018557381110000002	325.8040466	-0.001189989038
325.8693237	0.00047513097499999983	325.9120483	-0.00042935833000000076
325.9768677	-0.0009720488449999993	326.02005	-5.455781000000132e-05
326.0844421	3.55044609999999e-05	326.1280518	0.002281731926
326.1920166	0.0009337319069999996	326.2360535	-0.0012425323980000003
326.2995911	-0.0033644982620000003	326.3440857	0.0006381315180000002
326.4071655	-0.0011549009939999999	326.4521179	0.0001926436089999999
326.5147705	0.0013406583990000012	326.5601501	-0.001128293570000001
326.622345	0.00017875945200000048	326.6681824	0.0005526822100000023
326.72995	-0.0009817774116	326.7762451	-0.0007601198303
326.8375549	-0.0010786941280000002	326.8843079	0.0008495282400000012
326.9451904	-0.000951317139	326.9923706	-0.00032799225999999987
327.0527954	0.0023874570615	327.1004333	0.0007333690300000001
327.1604309	-0.0017000753399999992	327.2084961	-0.002925639041
327.2680664	-0.0005047724120000002	327.3165894	-0.0029069560110000004
327.3757324	-0.0011685606443	327.4246826	-0.0019891769630000005
327.4833679	-0.0005067489109999998	327.5327759	-0.00045935343999999913
327.5910339	0.0013278112749999993	327.6408691	-0.0017855726180000002
327.6987	0.001243566629	327.7489624	-0.0007814252740000003
327.806366	0.0015204363156000001	327.8570862	-0.0018971578689999996
327.914032	-0.0024449232152	327.96521	0.0008346810900000043
328.0217285	-0.0011407360429999992	328.0733337	-0.0032384926469999995
328.1293945	-0.000650926376	328.1814575	0.0007127560679999999
328.2370911	-0.0014199106960000006	328.2896118	-0.0018383571900000006
328.3447876	0.0006468487558000001	328.3977661	0.0004617162000000036
328.4525146	0.0013702409634	328.5059204	-0.0005757017060000003
328.5602112	-0.0019328673370000004	328.6140747	0.003381234128
328.6679382	0.0005513818470000002	328.722229	-0.0013142097700000015
328.7756653	-0.00133338291	328.8304138	-0.0024115890200000004
328.8834229	-0.0008623506880000003	328.9385986	-0.00014106464000000069
328.9911499	-0.0017265386410000002	329.0467834	-0.0016556435148
329.0989075	-0.0017426141999000002	329.1549683	-0.0012803706340000004
329.206665	0.00047205667900000053	329.2631531	0.00029062666000000126
329.3144226	-0.0001298880525	329.3713684	-0.0005739874901999999
329.4221802	0.0003855500839999998	329.4795837	-0.0010554147900000005
329.5299683	-0.002523106639	329.5877991	-0.0008482281100000016
329.6377258	-0.00024200184230000008	329.6960144	-0.00023563951200000072
329.7455139	-0.0010611908509999997	329.8042603	0.0020405305509999996
329.8533325	-0.0005197059359	329.9124756	-0.000613909210000001
329.9611206	0.0001673828899999997	330.0207214	-0.0012449808129
330.0689392	0.00019681220800000024	330.1289673	0.0012542308829
330.1767273	8.355639899999996e-05	330.2372437	0.0009011419019999997
330.2845459	0.0006159488100000009	330.3454895	0.00011908169799999986
330.392395	-0.0019489433619999997	330.4537659	0.0011461824199999991
330.5002136	0.0001677571563	330.5620422	0.0012365947479999998
330.6080627	-0.0014385571689999998	330.6703186	-0.0005911150949999998
330.7159119	-0.0006735250359999993	330.7786255	-0.0008157942795000001
330.823761	0.0013620275999999994	330.8869019	-0.00064589642
330.9316101	0.001882824115	330.9952087	-0.0023067886940000004
331.0394897	0.0004544211550000007	331.1035156	0.0030454248200000034
331.1473694	7.261952799999995e-05	331.211853	-0.0016194784549999996
331.2552185	-0.0007179314300000007	331.3201599	-0.003365393729999999
331.3631287	-0.0011302376224	331.4284973	-0.0009601879800000025
331.4710083	-0.000873506768	331.5368347	0.00019406060999999954
331.5789185	-2.561463099999984e-05	331.6451721	-0.00033344328500000027
331.6868286	0.0019582179379999997	331.7535095	-0.0016089715000000004
331.7947388	-0.0002671699040000001	331.8618774	-0.003407969372
331.9026489	-0.0006141189950000002	331.9702148	0.000954321585
332.0105591	-9.422248700000015e-05	332.0785828	0.00019641779000000026
332.1184998	-0.0007168557500000002	332.1869507	0.004316300619
332.2264404	-0.0011717888989999994	332.2953491	0.0006609680199999995
332.3343811	0.0008809152060000004	332.403717	0.0005536880300000026
332.4423218	7.202662499999988e-05	332.5121155	0.00019635633000000124
332.550293	0.00048641953999999966	332.6205139	0.0013855397699999994
332.6582642	-0.0007663569409999994	332.7289124	-0.0007133707400000036
332.7662048	-0.00034111458800000025	332.8373413	-0.0003694749899999998
332.8742065	-0.0014848950090000001	332.9457703	1.9688159999999705e-06
332.9821777	-0.00013542221900000005	333.0541687	-0.001766279107
333.0901794	-0.00021749268999999953	333.1625977	0.0021100230599999936
333.1981506	1.8638056640000002e-05	333.2710571	0.0022841803699999996
333.3061523	-0.0009353067729999994	333.3794861	-0.0002740526099999996
333.4141846	0.00019433069899999975	333.4879456	0.0006054677099999999
333.5221863	0.001641949173	333.596405	-8.743256399999962e-05
333.6302185	-0.00203889776435	333.7048645	0.0003633480500000001
333.7382507	-0.0008381707589999996	333.813324	-0.0017584078000000003
333.846283	0.0018241642969999998	333.921814	-0.0012604556999999995
333.9543152	-0.00017526093900000015	334.030304	0.0023439154000000004
334.0623779	0.00016531930300000002	334.1387939	0.000433752517
334.1704102	0.0013586888059999996	334.2472839	-0.0025823749600000015
334.2784729	0.0006811085619999996	334.3557739	-0.0018996163269999998
334.3865356	-7.579673500000004e-05	334.4642944	2.7770179999997424e-05
334.4946289	-0.0024996513380000003	334.5728149	0.0013321870900000008
334.6026917	-0.0017851316369999993	334.6813354	-0.0014705378570000005
334.7107849	-0.0005907076409999998	334.789856	0.0011431489839999998
334.8188782	-0.001341661904	334.8983765	-0.0005694087599999991
334.9269714	0.000336597674	335.0069275	-0.0030180019098
335.0350952	0.0006003780290000007	335.1154785	-0.0019482597699999986
335.1431885	-0.0015434888189999997	335.2240295	0.0036359690199999975
335.2513123	0.0009253435128	335.3325806	-0.0036471132199999996
335.359436	-0.0012612823046	335.4411621	-0.0008754059699999997
335.4675598	0.0012154118159999998	335.5497131	-0.0025532976720000003
335.5757141	-0.0015037602279999998	335.6582947	0.0005819799840000002
335.6838379	0.0028688765593	335.7668762	0.00024657812900000025
335.7919922	0.0004269036580999999	335.8754883	-0.0018187444700000013
335.9001465	0.000863499474	335.9840698	0.000855140380000001
336.0083313	-1.674192000000003e-05	336.0926819	0.0006492287000000041
336.1164856	0.0013882713978000001	336.2012939	0.00060990826
336.2246704	0.0019954650200000004	336.309906	-0.0008911372858
336.3328552	-0.000169397098	336.4185181	0.0012371493500000002
336.44104	0.0005561475555000001	336.5271606	0.0009228326399999993
336.5492249	-0.0005589514039999999	336.6358032	-0.0025487854140000005
336.6574402	-0.0004680084530000006	336.7444458	-0.00101974234
336.7656555	-0.00011611869499999952	336.8530884	-0.0010217030647
336.8738708	0.0013674737420000002	336.961731	-0.0018783668060000005
336.9820862	-0.00072221359	337.0704041	-0.00090524648
337.0903015	0.00034312019100000025	337.1790771	0.00202176068
337.1985474	-0.0016913118300000002	337.2877502	0.0006224666720000003
337.3067932	-0.000707301777	337.3964233	-0.0012781433799999992
337.4150391	0.0003273733889999995	337.5050964	-0.0023623653679999993
337.5232849	-0.0023407377299999995	337.6138	0.0007845265800000001
337.6315613	0.00039857300000000016	337.7225037	-0.0017872718160000002
337.7398071	0.000781056006	337.8312073	0.00010155885999999989
337.8480835	0.003661469556	337.9399109	0.0020419266100000014
337.9563599	-0.001188194263	338.048645	-0.001518804579999998
338.0646667	-0.0011182250450000007	338.1573486	0.00037769822668
338.1729431	-0.000422416022	338.2660828	0.001915698870000003
338.28125	-0.00024621887099999986	338.3748169	-0.0018416629755000002
338.3895569	0.0005542148139999999	338.4835815	0.00045421673
338.4978638	-0.00020993826900000002	338.5923157	-0.0010960605286
338.6061707	0.0034017297439999997	338.7010803	0.0011083288099999998
338.7145081	-0.0003995979199999996	338.809845	0.0005690567199999989
338.8228455	-0.0008543783330000002	338.9186096	2.085138199999989e-05
338.9311829	0.0011788457630000004	339.0274048	-0.001449739794
339.0395203	-0.0018478985900000008	339.1361694	-0.0003230087400000019
